,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Child_elder,Age_bin,Pclass*Sex,Pclass*Embarked,Pclass*Title,Pclass*Child_elder,Pclass*Age_bin,Sex*Embarked,Sex*Title,Sex*Child_elder,Sex*Age_bin,Embarked*Title,Embarked*Child_elder,Embarked*Age_bin,Title*Child_elder,Title*Age_bin,Child_elder*Age_bin,Pclass*Pclass,Pclass*Age,Pclass+Age,Pclass-Age,Pclass*Fare,Pclass+Fare,Pclass-Fare,Pclass*Parch,Pclass+Parch,Pclass-Parch,Age-Pclass,Age*Age,Age*Fare,Age+Fare,Age-Fare,Age*Parch,Age+Parch,Age-Parch,Fare-Pclass,Fare-Age,Fare*Fare,Fare*Parch,Fare+Parch,Fare-Parch,Parch-Pclass,Parch-Age,Parch-Fare,Parch*Parch
202,0.0,3,0,34.0,0,0,6.4958,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,102.0,37.0,-31.0,19.4874,9.4958,-3.4958,0,3,3,31.0,1156.0,220.8572,40.4958,27.5042,0.0,34.0,34.0,3.4958,-27.5042,42.19541764,0.0,6.4958,6.4958,-3,-34.0,-6.4958,0
203,0.0,3,0,45.5,0,0,7.225,1,0,0,1,0,6,0,0,6,5,0,0,5,8,1,1,0,5,1,9,136.5,48.5,-42.5,21.674999999999997,10.225,-4.225,0,3,3,42.5,2070.25,328.7375,52.725,38.275,0.0,45.5,45.5,4.225,-38.275,52.200624999999995,0.0,7.225,7.225,-3,-45.5,-7.225,0
204,1.0,3,0,18.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,54.0,21.0,-15.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,15.0,324.0,144.9,26.05,9.95,0.0,18.0,18.0,5.050000000000001,-9.95,64.80250000000001,0.0,8.05,8.05,-3,-18.0,-8.05,0
205,0.0,3,1,2.0,0,1,10.4625,0,2,1,3,2,0,2,2,4,2,2,3,7,2,3,5,4,9,3,9,6.0,5.0,1.0,31.387500000000003,13.4625,-7.4625,3,4,2,-1.0,4.0,20.925,12.4625,-8.4625,2.0,3.0,1.0,7.4625,8.4625,109.46390625000001,10.4625,11.4625,9.4625,-2,-1.0,-9.4625,1
206,0.0,3,0,32.0,1,0,15.85,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,96.0,35.0,-29.0,47.55,18.85,-12.85,0,3,3,29.0,1024.0,507.2,47.85,16.15,0.0,32.0,32.0,12.85,-16.15,251.2225,0.0,15.85,15.85,-3,-32.0,-15.85,0
207,1.0,3,0,26.0,0,0,18.7875,1,0,0,0,0,6,0,0,0,5,0,0,0,8,1,8,0,0,0,9,78.0,29.0,-23.0,56.362500000000004,21.7875,-15.787500000000001,0,3,3,23.0,676.0,488.475,44.7875,7.212499999999999,0.0,26.0,26.0,15.787500000000001,-7.212499999999999,352.97015625000006,0.0,18.7875,18.7875,-3,-26.0,-18.7875,0
208,1.0,3,1,16.0,0,0,7.75,2,2,0,3,2,3,2,0,4,4,2,1,7,7,2,7,2,9,4,9,48.0,19.0,-13.0,23.25,10.75,-4.75,0,3,3,13.0,256.0,124.0,23.75,8.25,0.0,16.0,16.0,4.75,-8.25,60.0625,0.0,7.75,7.75,-3,-16.0,-7.75,0
209,1.0,1,0,40.0,0,0,31.0,1,0,0,1,3,1,3,1,1,5,0,0,5,8,1,1,0,5,1,1,40.0,41.0,-39.0,31.0,32.0,-30.0,0,1,1,39.0,1600.0,1240.0,71.0,9.0,0.0,40.0,40.0,30.0,-9.0,961.0,0.0,31.0,31.0,-1,-40.0,-31.0,0
210,0.0,3,0,24.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72.0,27.0,-21.0,21.15,10.05,-4.05,0,3,3,21.0,576.0,169.2,31.05,16.95,0.0,24.0,24.0,4.05,-16.95,49.7025,0.0,7.05,7.05,-3,-24.0,-7.05,0
211,1.0,2,1,35.0,0,0,21.0,0,2,0,2,4,5,10,3,8,2,2,1,3,2,0,2,2,13,2,4,70.0,37.0,-33.0,42.0,23.0,-19.0,0,2,2,33.0,1225.0,735.0,56.0,14.0,0.0,35.0,35.0,19.0,-14.0,441.0,0.0,21.0,21.0,-2,-35.0,-21.0,0
212,0.0,3,0,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,21.75,10.25,-4.25,0,3,3,19.0,484.0,159.5,29.25,14.75,0.0,22.0,22.0,4.25,-14.75,52.5625,0.0,7.25,7.25,-3,-22.0,-7.25,0
213,0.0,2,0,30.0,0,0,13.0,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,60.0,32.0,-28.0,26.0,15.0,-11.0,0,2,2,28.0,900.0,390.0,43.0,17.0,0.0,30.0,30.0,11.0,-17.0,169.0,0.0,13.0,13.0,-2,-30.0,-13.0,0
214,0.0,3,0,25.0,1,0,7.75,2,0,0,0,0,3,0,0,0,3,0,0,0,4,2,3,0,0,0,9,75.0,28.0,-22.0,23.25,10.75,-4.75,0,3,3,22.0,625.0,193.75,32.75,17.25,0.0,25.0,25.0,4.75,-17.25,60.0625,0.0,7.75,7.75,-3,-25.0,-7.75,0
215,1.0,1,1,31.0,1,0,113.275,1,2,0,2,1,1,7,1,2,1,2,1,3,10,1,9,2,13,2,1,31.0,32.0,-30.0,113.275,114.275,-112.275,0,1,1,30.0,961.0,3511.525,144.275,-82.275,0.0,31.0,31.0,112.275,82.275,12831.225625000001,0.0,113.275,113.275,-1,-31.0,-113.275,0
216,1.0,3,1,27.0,0,0,7.925,0,2,0,0,2,0,2,0,0,2,2,1,2,2,0,0,2,2,0,9,81.0,30.0,-24.0,23.775,10.925,-4.925,0,3,3,24.0,729.0,213.975,34.925,19.075,0.0,27.0,27.0,4.925,-19.075,62.805625,0.0,7.925,7.925,-3,-27.0,-7.925,0
217,0.0,2,0,42.0,1,0,27.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,84.0,44.0,-40.0,54.0,29.0,-25.0,0,2,2,40.0,1764.0,1134.0,69.0,15.0,0.0,42.0,42.0,25.0,-15.0,729.0,0.0,27.0,27.0,-2,-42.0,-27.0,0
218,1.0,1,1,32.0,0,0,76.2917,1,2,0,2,1,1,7,1,2,1,2,1,3,10,1,9,2,13,2,1,32.0,33.0,-31.0,76.2917,77.2917,-75.2917,0,1,1,31.0,1024.0,2441.3344,108.2917,-44.291700000000006,0.0,32.0,32.0,75.2917,44.291700000000006,5820.423488890001,0.0,76.2917,76.2917,-1,-32.0,-76.2917,0
219,0.0,2,0,30.0,0,0,10.5,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,60.0,32.0,-28.0,21.0,12.5,-8.5,0,2,2,28.0,900.0,315.0,40.5,19.5,0.0,30.0,30.0,8.5,-19.5,110.25,0.0,10.5,10.5,-2,-30.0,-10.5,0
220,1.0,3,0,16.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,48.0,19.0,-13.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,13.0,256.0,128.8,24.05,7.949999999999999,0.0,16.0,16.0,5.050000000000001,-7.949999999999999,64.80250000000001,0.0,8.05,8.05,-3,-16.0,-8.05,0
221,0.0,2,0,27.0,0,0,13.0,0,0,0,0,5,5,8,3,11,0,0,0,0,0,0,0,0,0,0,4,54.0,29.0,-25.0,26.0,15.0,-11.0,0,2,2,25.0,729.0,351.0,40.0,14.0,0.0,27.0,27.0,11.0,-14.0,169.0,0.0,13.0,13.0,-2,-27.0,-13.0,0
222,0.0,3,0,51.0,0,0,8.05,0,0,0,1,0,0,0,0,6,0,0,0,5,0,0,4,0,5,1,9,153.0,54.0,-48.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,48.0,2601.0,410.55,59.05,42.95,0.0,51.0,51.0,5.050000000000001,-42.95,64.80250000000001,0.0,8.05,8.05,-3,-51.0,-8.05,0
223,0.0,3,0,19.0,0,0,7.8958,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,57.0,22.0,-16.0,23.6874,10.895800000000001,-4.8958,0,3,3,16.0,361.0,150.02020000000002,26.8958,11.104199999999999,0.0,19.0,19.0,4.8958,-11.104199999999999,62.34365764,0.0,7.8958,7.8958,-3,-19.0,-7.8958,0
224,1.0,1,0,38.0,1,0,90.0,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,38.0,39.0,-37.0,90.0,91.0,-89.0,0,1,1,37.0,1444.0,3420.0,128.0,-52.0,0.0,38.0,38.0,89.0,52.0,8100.0,0.0,90.0,90.0,-1,-38.0,-90.0,0
225,0.0,3,0,22.0,0,0,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,28.049999999999997,12.35,-6.35,0,3,3,19.0,484.0,205.7,31.35,12.65,0.0,22.0,22.0,6.35,-12.65,87.4225,0.0,9.35,9.35,-3,-22.0,-9.35,0
226,1.0,2,0,19.0,0,0,10.5,0,0,0,3,5,5,8,3,5,0,0,0,6,0,0,5,0,11,4,4,38.0,21.0,-17.0,21.0,12.5,-8.5,0,2,2,17.0,361.0,199.5,29.5,8.5,0.0,19.0,19.0,8.5,-8.5,110.25,0.0,10.5,10.5,-2,-19.0,-10.5,0
227,0.0,3,0,20.5,0,0,7.25,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,61.5,23.5,-17.5,21.75,10.25,-4.25,0,3,3,17.5,420.25,148.625,27.75,13.25,0.0,20.5,20.5,4.25,-13.25,52.5625,0.0,7.25,7.25,-3,-20.5,-7.25,0
228,0.0,2,0,18.0,0,0,13.0,0,0,0,3,5,5,8,3,5,0,0,0,6,0,0,5,0,11,4,4,36.0,20.0,-16.0,26.0,15.0,-11.0,0,2,2,16.0,324.0,234.0,31.0,5.0,0.0,18.0,18.0,11.0,-5.0,169.0,0.0,13.0,13.0,-2,-18.0,-13.0,0
229,0.0,3,1,8.0,3,1,25.4667,0,2,1,3,2,0,2,2,4,2,2,3,7,2,3,5,4,9,3,9,24.0,11.0,-5.0,76.4001,28.4667,-22.4667,3,4,2,5.0,64.0,203.7336,33.4667,-17.4667,8.0,9.0,7.0,22.4667,17.4667,648.5528088899999,25.4667,26.4667,24.4667,-2,-7.0,-24.4667,1
230,1.0,1,1,35.0,1,0,83.475,0,1,0,2,1,2,1,1,2,2,1,1,3,3,0,2,1,3,2,1,35.0,36.0,-34.0,83.475,84.475,-82.475,0,1,1,34.0,1225.0,2921.625,118.475,-48.474999999999994,0.0,35.0,35.0,82.475,48.474999999999994,6968.0756249999995,0.0,83.475,83.475,-1,-35.0,-83.475,0
231,0.0,3,0,29.0,0,0,7.775,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,87.0,32.0,-26.0,23.325000000000003,10.775,-4.775,0,3,3,26.0,841.0,225.47500000000002,36.775,21.225,0.0,29.0,29.0,4.775,-21.225,60.450625,0.0,7.775,7.775,-3,-29.0,-7.775,0
232,0.0,2,0,59.0,0,0,13.5,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,118.0,61.0,-57.0,27.0,15.5,-11.5,0,2,2,57.0,3481.0,796.5,72.5,45.5,0.0,59.0,59.0,11.5,-45.5,182.25,0.0,13.5,13.5,-2,-59.0,-13.5,0
233,1.0,3,1,5.0,4,2,31.3875,0,2,1,3,2,0,2,2,4,2,2,3,7,2,3,5,4,9,3,9,15.0,8.0,-2.0,94.1625,34.3875,-28.3875,6,5,1,2.0,25.0,156.9375,36.3875,-26.3875,10.0,7.0,3.0,28.3875,26.3875,985.17515625,62.775,33.3875,29.3875,-1,-3.0,-29.3875,4
234,0.0,2,0,24.0,0,0,10.5,0,0,0,0,5,5,8,3,11,0,0,0,0,0,0,0,0,0,0,4,48.0,26.0,-22.0,21.0,12.5,-8.5,0,2,2,22.0,576.0,252.0,34.5,13.5,0.0,24.0,24.0,8.5,-13.5,110.25,0.0,10.5,10.5,-2,-24.0,-10.5,0
235,0.0,3,1,23.0,0,0,7.55,0,2,0,0,2,0,2,0,0,2,2,1,2,2,0,0,2,2,0,9,69.0,26.0,-20.0,22.65,10.55,-4.55,0,3,3,20.0,529.0,173.65,30.55,15.45,0.0,23.0,23.0,4.55,-15.45,57.0025,0.0,7.55,7.55,-3,-23.0,-7.55,0
236,0.0,2,0,44.0,1,0,26.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,88.0,46.0,-42.0,52.0,28.0,-24.0,0,2,2,42.0,1936.0,1144.0,70.0,18.0,0.0,44.0,44.0,24.0,-18.0,676.0,0.0,26.0,26.0,-2,-44.0,-26.0,0
237,1.0,2,1,8.0,0,2,26.25,0,2,1,3,4,5,10,5,5,2,2,3,7,2,3,5,4,9,3,4,16.0,10.0,-6.0,52.5,28.25,-24.25,4,4,0,6.0,64.0,210.0,34.25,-18.25,16.0,10.0,6.0,24.25,18.25,689.0625,52.5,28.25,24.25,0,-6.0,-24.25,4
238,0.0,2,0,19.0,0,0,10.5,0,0,0,3,5,5,8,3,5,0,0,0,6,0,0,5,0,11,4,4,38.0,21.0,-17.0,21.0,12.5,-8.5,0,2,2,17.0,361.0,199.5,29.5,8.5,0.0,19.0,19.0,8.5,-8.5,110.25,0.0,10.5,10.5,-2,-19.0,-10.5,0
239,0.0,2,0,33.0,0,0,12.275,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,66.0,35.0,-31.0,24.55,14.275,-10.275,0,2,2,31.0,1089.0,405.075,45.275,20.725,0.0,33.0,33.0,10.275,-20.725,150.675625,0.0,12.275,12.275,-2,-33.0,-12.275,0
240,0.0,3,1,14.5,1,0,14.4542,1,2,0,3,2,6,2,0,4,1,2,1,7,10,1,6,2,9,4,9,43.5,17.5,-11.5,43.3626,17.4542,-11.4542,0,3,3,11.5,210.25,209.5859,28.9542,0.04579999999999984,0.0,14.5,14.5,11.4542,-0.04579999999999984,208.92389764,0.0,14.4542,14.4542,-3,-14.5,-14.4542,0
241,1.0,3,1,14.5,1,0,15.5,2,2,0,3,2,3,2,0,4,4,2,1,7,7,2,7,2,9,4,9,43.5,17.5,-11.5,46.5,18.5,-12.5,0,3,3,11.5,210.25,224.75,30.0,-1.0,0.0,14.5,14.5,12.5,1.0,240.25,0.0,15.5,15.5,-3,-14.5,-15.5,0
242,0.0,2,0,29.0,0,0,10.5,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,58.0,31.0,-27.0,21.0,12.5,-8.5,0,2,2,27.0,841.0,304.5,39.5,18.5,0.0,29.0,29.0,8.5,-18.5,110.25,0.0,10.5,10.5,-2,-29.0,-10.5,0
243,0.0,3,0,22.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,21.375,10.125,-4.125,0,3,3,19.0,484.0,156.75,29.125,14.875,0.0,22.0,22.0,4.125,-14.875,50.765625,0.0,7.125,7.125,-3,-22.0,-7.125,0
244,0.0,3,0,30.0,0,0,7.225,1,0,0,2,0,6,0,0,3,5,0,0,4,8,1,9,0,4,2,9,90.0,33.0,-27.0,21.674999999999997,10.225,-4.225,0,3,3,27.0,900.0,216.75,37.225,22.775,0.0,30.0,30.0,4.225,-22.775,52.200624999999995,0.0,7.225,7.225,-3,-30.0,-7.225,0
245,0.0,1,0,44.0,2,0,90.0,2,6,0,1,3,8,13,1,1,3,6,0,5,15,2,11,9,15,1,1,44.0,45.0,-43.0,90.0,91.0,-89.0,0,1,1,43.0,1936.0,3960.0,134.0,-46.0,0.0,44.0,44.0,89.0,46.0,8100.0,0.0,90.0,90.0,-1,-44.0,-90.0,0
246,0.0,3,1,25.0,0,0,7.775,0,2,0,0,2,0,2,0,0,2,2,1,2,2,0,0,2,2,0,9,75.0,28.0,-22.0,23.325000000000003,10.775,-4.775,0,3,3,22.0,625.0,194.375,32.775,17.225,0.0,25.0,25.0,4.775,-17.225,60.450625,0.0,7.775,7.775,-3,-25.0,-7.775,0
247,1.0,2,1,24.0,0,2,14.5,0,1,0,0,4,5,6,3,11,2,1,1,2,3,0,0,1,7,0,4,48.0,26.0,-22.0,29.0,16.5,-12.5,4,4,0,22.0,576.0,348.0,38.5,9.5,48.0,26.0,22.0,12.5,-9.5,210.25,29.0,16.5,12.5,0,-22.0,-12.5,4
248,1.0,1,0,37.0,1,1,52.5542,0,0,0,2,3,2,3,1,2,0,0,0,4,0,0,2,0,4,2,1,37.0,38.0,-36.0,52.5542,53.5542,-51.5542,1,2,0,36.0,1369.0,1944.5054,89.55420000000001,-15.554200000000002,37.0,38.0,36.0,51.5542,15.554200000000002,2761.94393764,52.5542,53.5542,51.5542,0,-36.0,-51.5542,1
249,0.0,2,0,54.0,1,0,26.0,0,5,0,1,5,5,12,3,7,0,5,0,5,13,0,4,7,14,1,4,108.0,56.0,-52.0,52.0,28.0,-24.0,0,2,2,52.0,2916.0,1404.0,80.0,28.0,0.0,54.0,54.0,24.0,-28.0,676.0,0.0,26.0,26.0,-2,-54.0,-26.0,0
250,0.0,3,0,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,21.75,10.25,-4.25,0,3,3,19.0,484.0,159.5,29.25,14.75,0.0,22.0,22.0,4.25,-14.75,52.5625,0.0,7.25,7.25,-3,-22.0,-7.25,0
251,0.0,3,1,29.0,1,1,10.4625,0,1,0,2,2,0,5,0,3,2,1,1,3,3,0,2,1,3,2,9,87.0,32.0,-26.0,31.387500000000003,13.4625,-7.4625,3,4,2,26.0,841.0,303.4125,39.4625,18.5375,29.0,30.0,28.0,7.4625,-18.5375,109.46390625000001,10.4625,11.4625,9.4625,-2,-28.0,-9.4625,1
252,0.0,1,0,62.0,0,0,26.55,0,0,2,1,3,2,3,6,1,0,0,4,5,0,5,4,6,5,5,1,62.0,63.0,-61.0,26.55,27.55,-25.55,0,1,1,61.0,3844.0,1646.1000000000001,88.55,35.45,0.0,62.0,62.0,25.55,-35.45,704.9025,0.0,26.55,26.55,-1,-62.0,-26.55,0
253,0.0,3,0,30.0,1,0,16.1,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,90.0,33.0,-27.0,48.300000000000004,19.1,-13.100000000000001,0,3,3,27.0,900.0,483.00000000000006,46.1,13.899999999999999,0.0,30.0,30.0,13.100000000000001,-13.899999999999999,259.21000000000004,0.0,16.1,16.1,-3,-30.0,-16.1,0
254,0.0,3,1,41.0,0,2,20.2125,0,1,0,1,2,0,5,0,6,2,1,1,1,3,0,4,1,1,1,9,123.0,44.0,-38.0,60.637499999999996,23.2125,-17.2125,6,5,1,38.0,1681.0,828.7125,61.2125,20.7875,82.0,43.0,39.0,17.2125,-20.7875,408.54515624999993,40.425,22.2125,18.2125,-1,-39.0,-18.2125,4
255,1.0,3,1,29.0,0,2,15.2458,1,1,0,2,2,6,5,0,3,1,1,1,3,1,1,9,1,3,2,9,87.0,32.0,-26.0,45.737399999999994,18.2458,-12.2458,6,5,1,26.0,841.0,442.1282,44.2458,13.7542,58.0,31.0,27.0,12.2458,-13.7542,232.43441763999996,30.4916,17.2458,13.2458,-1,-27.0,-13.2458,4
256,1.0,1,1,60.0,0,0,79.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60.0,61.0,-59.0,79.2,80.2,-78.2,0,1,1,59.0,3600.0,4752.0,139.2,-19.200000000000003,0.0,60.0,60.0,78.2,19.200000000000003,6272.64,0.0,79.2,79.2,-1,-60.0,-79.2,0
257,1.0,1,1,30.0,0,0,86.5,0,2,0,2,1,2,7,1,2,2,2,1,3,2,0,2,2,13,2,1,30.0,31.0,-29.0,86.5,87.5,-85.5,0,1,1,29.0,900.0,2595.0,116.5,-56.5,0.0,30.0,30.0,85.5,56.5,7482.25,0.0,86.5,86.5,-1,-30.0,-86.5,0
258,1.0,1,1,35.0,0,0,512.3292,1,2,0,2,1,1,7,1,2,1,2,1,3,10,1,9,2,13,2,1,35.0,36.0,-34.0,512.3292,513.3292,-511.3292,0,1,1,34.0,1225.0,17931.522,547.3292,-477.3292,0.0,35.0,35.0,511.3292,477.3292,262481.20917264,0.0,512.3292,512.3292,-1,-35.0,-512.3292,0
259,1.0,2,1,50.0,0,1,26.0,0,1,0,1,4,5,6,3,7,2,1,1,1,3,0,4,1,1,1,4,100.0,52.0,-48.0,52.0,28.0,-24.0,2,3,1,48.0,2500.0,1300.0,76.0,24.0,50.0,51.0,49.0,24.0,-24.0,676.0,26.0,27.0,25.0,-1,-49.0,-25.0,1
260,0.0,3,0,31.0,0,0,7.75,2,0,0,2,0,3,0,0,3,3,0,0,4,4,2,12,0,4,2,9,93.0,34.0,-28.0,23.25,10.75,-4.75,0,3,3,28.0,961.0,240.25,38.75,23.25,0.0,31.0,31.0,4.75,-23.25,60.0625,0.0,7.75,7.75,-3,-31.0,-7.75,0
261,1.0,3,0,3.0,4,2,31.3875,0,3,1,3,0,0,4,2,4,0,3,2,6,5,3,5,3,6,3,9,9.0,6.0,0.0,94.1625,34.3875,-28.3875,6,5,1,0.0,9.0,94.1625,34.3875,-28.3875,6.0,5.0,1.0,28.3875,28.3875,985.17515625,62.775,33.3875,29.3875,-1,-1.0,-29.3875,4
262,0.0,1,0,52.0,1,1,79.65,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,52.0,53.0,-51.0,79.65,80.65,-78.65,1,2,0,51.0,2704.0,4141.8,131.65,-27.650000000000006,52.0,53.0,51.0,78.65,27.650000000000006,6344.122500000001,79.65,80.65,78.65,0,-51.0,-78.65,1
263,0.0,1,0,40.0,0,0,0.0,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,40.0,41.0,-39.0,0.0,1.0,1.0,0,1,1,39.0,1600.0,0.0,40.0,40.0,0.0,40.0,40.0,-1.0,-40.0,0.0,0.0,0.0,0.0,-1,-40.0,0.0,0
264,0.0,3,1,24.0,0,0,7.75,2,2,0,0,2,3,2,0,0,4,2,1,2,7,2,3,2,2,0,9,72.0,27.0,-21.0,23.25,10.75,-4.75,0,3,3,21.0,576.0,186.0,31.75,16.25,0.0,24.0,24.0,4.75,-16.25,60.0625,0.0,7.75,7.75,-3,-24.0,-7.75,0
265,0.0,2,0,36.0,0,0,10.5,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,72.0,38.0,-34.0,21.0,12.5,-8.5,0,2,2,34.0,1296.0,378.0,46.5,25.5,0.0,36.0,36.0,8.5,-25.5,110.25,0.0,10.5,10.5,-2,-36.0,-10.5,0
266,0.0,3,0,16.0,4,1,39.6875,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,48.0,19.0,-13.0,119.0625,42.6875,-36.6875,3,4,2,13.0,256.0,635.0,55.6875,-23.6875,16.0,17.0,15.0,36.6875,23.6875,1575.09765625,39.6875,40.6875,38.6875,-2,-15.0,-38.6875,1
267,1.0,3,0,25.0,1,0,7.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75.0,28.0,-22.0,23.325000000000003,10.775,-4.775,0,3,3,22.0,625.0,194.375,32.775,17.225,0.0,25.0,25.0,4.775,-17.225,60.450625,0.0,7.775,7.775,-3,-25.0,-7.775,0
268,1.0,1,1,58.0,0,1,153.4625,0,1,0,1,1,2,1,1,1,2,1,1,1,3,0,4,1,1,1,1,58.0,59.0,-57.0,153.4625,154.4625,-152.4625,1,2,0,57.0,3364.0,8900.825,211.4625,-95.4625,58.0,59.0,57.0,152.4625,95.4625,23550.73890625,153.4625,154.4625,152.4625,0,-57.0,-152.4625,1
269,1.0,1,1,35.0,0,0,135.6333,0,2,0,2,1,2,7,1,2,2,2,1,3,2,0,2,2,13,2,1,35.0,36.0,-34.0,135.6333,136.6333,-134.6333,0,1,1,34.0,1225.0,4747.1655,170.6333,-100.63329999999999,0.0,35.0,35.0,134.6333,100.63329999999999,18396.392068889996,0.0,135.6333,135.6333,-1,-35.0,-135.6333,0
270,0.0,1,0,27.0,0,0,31.0,0,0,0,0,3,2,3,1,10,0,0,0,0,0,0,0,0,0,0,1,27.0,28.0,-26.0,31.0,32.0,-30.0,0,1,1,26.0,729.0,837.0,58.0,-4.0,0.0,27.0,27.0,30.0,4.0,961.0,0.0,31.0,31.0,-1,-27.0,-31.0,0
271,1.0,3,0,25.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75.0,28.0,-22.0,0.0,3.0,3.0,0,3,3,22.0,625.0,0.0,25.0,25.0,0.0,25.0,25.0,-3.0,-25.0,0.0,0.0,0.0,0.0,-3,-25.0,0.0,0
272,1.0,2,1,41.0,0,1,19.5,0,1,0,1,4,5,6,3,7,2,1,1,1,3,0,4,1,1,1,4,82.0,43.0,-39.0,39.0,21.5,-17.5,2,3,1,39.0,1681.0,799.5,60.5,21.5,41.0,42.0,40.0,17.5,-21.5,380.25,19.5,20.5,18.5,-1,-40.0,-18.5,1
273,0.0,1,0,37.0,0,1,29.7,1,0,0,2,3,1,3,1,2,5,0,0,4,8,1,9,0,4,2,1,37.0,38.0,-36.0,29.7,30.7,-28.7,1,2,0,36.0,1369.0,1098.8999999999999,66.7,7.300000000000001,37.0,38.0,36.0,28.7,-7.300000000000001,882.0899999999999,29.7,30.7,28.7,0,-36.0,-28.7,1
274,1.0,3,1,24.0,0,0,7.75,2,2,0,0,2,3,2,0,0,4,2,1,2,7,2,3,2,2,0,9,72.0,27.0,-21.0,23.25,10.75,-4.75,0,3,3,21.0,576.0,186.0,31.75,16.25,0.0,24.0,24.0,4.75,-16.25,60.0625,0.0,7.75,7.75,-3,-24.0,-7.75,0
275,1.0,1,1,63.0,1,0,77.9583,0,2,2,1,1,2,7,6,1,2,2,5,1,2,5,4,10,10,5,1,63.0,64.0,-62.0,77.9583,78.9583,-76.9583,0,1,1,62.0,3969.0,4911.372899999999,140.9583,-14.958299999999994,0.0,63.0,63.0,76.9583,14.958299999999994,6077.496538889999,0.0,77.9583,77.9583,-1,-63.0,-77.9583,0
276,0.0,3,1,45.0,0,0,7.75,0,2,0,1,2,0,2,0,6,2,2,1,1,2,0,4,2,10,1,9,135.0,48.0,-42.0,23.25,10.75,-4.75,0,3,3,42.0,2025.0,348.75,52.75,37.25,0.0,45.0,45.0,4.75,-37.25,60.0625,0.0,7.75,7.75,-3,-45.0,-7.75,0
277,0.0,2,0,49.0,0,0,0.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,98.0,51.0,-47.0,0.0,2.0,2.0,0,2,2,47.0,2401.0,0.0,49.0,49.0,0.0,49.0,49.0,-2.0,-49.0,0.0,0.0,0.0,0.0,-2,-49.0,0.0,0
278,0.0,3,0,7.0,4,1,29.125,2,3,1,3,0,3,4,2,4,3,3,2,6,6,4,7,3,6,3,9,21.0,10.0,-4.0,87.375,32.125,-26.125,3,4,2,4.0,49.0,203.875,36.125,-22.125,7.0,8.0,6.0,26.125,22.125,848.265625,29.125,30.125,28.125,-2,-6.0,-28.125,1
279,1.0,3,1,35.0,1,1,20.25,0,1,0,2,2,0,5,0,3,2,1,1,3,3,0,2,1,3,2,9,105.0,38.0,-32.0,60.75,23.25,-17.25,3,4,2,32.0,1225.0,708.75,55.25,14.75,35.0,36.0,34.0,17.25,-14.75,410.0625,20.25,21.25,19.25,-2,-34.0,-19.25,1
